installation,activity_id,institution_id,source_id,experiment_id,table_id,variable_id,grid_label,path
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,historical,1hr,cf,d02,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/historical/1hr/cf/d02/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,historical,1hr,cf,d03,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/historical/1hr/cf/d03/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,historical,1hr,gen,d02,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/historical/1hr/gen/d02/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,historical,1hr,gen,d03,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/historical/1hr/gen/d03/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,historical,day,cf,d02,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/historical/day/cf/d02/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,historical,day,cf,d03,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/historical/day/cf/d03/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,historical,day,gen,d02,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/historical/day/gen/d02/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,historical,day,gen,d03,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/historical/day/gen/d03/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,ssp370,1hr,cf,d02,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/ssp370/1hr/cf/d02/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,ssp370,1hr,cf,d03,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/ssp370/1hr/cf/d03/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,ssp370,1hr,gen,d02,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/ssp370/1hr/gen/d02/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,ssp370,1hr,gen,d03,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/ssp370/1hr/gen/d03/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,ssp370,day,cf,d02,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/ssp370/day/cf/d02/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,ssp370,day,cf,d03,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/ssp370/day/cf/d03/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,ssp370,day,gen,d02,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/ssp370/day/gen/d02/
windpower_onshore,WRF,ERA,MPI-ESM1-2-HR,ssp370,day,gen,d03,s3://wfclimres/era/windpower_onshore/mpi-esm1-2-hr/ssp370/day/gen/d03/
windpower_onshore,WRF,ERA,TaiESM1,historical,1hr,cf,d02,s3://wfclimres/era/windpower_onshore/taiesm1/historical/1hr/cf/d02/
windpower_onshore,WRF,ERA,TaiESM1,historical,1hr,cf,d03,s3://wfclimres/era/windpower_onshore/taiesm1/historical/1hr/cf/d03/
windpower_onshore,WRF,ERA,TaiESM1,historical,1hr,gen,d02,s3://wfclimres/era/windpower_onshore/taiesm1/historical/1hr/gen/d02/
windpower_onshore,WRF,ERA,TaiESM1,historical,1hr,gen,d03,s3://wfclimres/era/windpower_onshore/taiesm1/historical/1hr/gen/d03/
windpower_onshore,WRF,ERA,TaiESM1,historical,day,cf,d02,s3://wfclimres/era/windpower_onshore/taiesm1/historical/day/cf/d02/
windpower_onshore,WRF,ERA,TaiESM1,historical,day,cf,d03,s3://wfclimres/era/windpower_onshore/taiesm1/historical/day/cf/d03/
windpower_onshore,WRF,ERA,TaiESM1,historical,day,gen,d02,s3://wfclimres/era/windpower_onshore/taiesm1/historical/day/gen/d02/
windpower_onshore,WRF,ERA,TaiESM1,historical,day,gen,d03,s3://wfclimres/era/windpower_onshore/taiesm1/historical/day/gen/d03/
windpower_onshore,WRF,ERA,TaiESM1,ssp370,1hr,cf,d02,s3://wfclimres/era/windpower_onshore/taiesm1/ssp370/1hr/cf/d02/
windpower_onshore,WRF,ERA,TaiESM1,ssp370,1hr,cf,d03,s3://wfclimres/era/windpower_onshore/taiesm1/ssp370/1hr/cf/d03/
windpower_onshore,WRF,ERA,TaiESM1,ssp370,1hr,gen,d02,s3://wfclimres/era/windpower_onshore/taiesm1/ssp370/1hr/gen/d02/
windpower_onshore,WRF,ERA,TaiESM1,ssp370,1hr,gen,d03,s3://wfclimres/era/windpower_onshore/taiesm1/ssp370/1hr/gen/d03/
windpower_onshore,WRF,ERA,TaiESM1,ssp370,day,cf,d02,s3://wfclimres/era/windpower_onshore/taiesm1/ssp370/day/cf/d02/
windpower_onshore,WRF,ERA,TaiESM1,ssp370,day,cf,d03,s3://wfclimres/era/windpower_onshore/taiesm1/ssp370/day/cf/d03/
windpower_onshore,WRF,ERA,TaiESM1,ssp370,day,gen,d02,s3://wfclimres/era/windpower_onshore/taiesm1/ssp370/day/gen/d02/
windpower_onshore,WRF,ERA,TaiESM1,ssp370,day,gen,d03,s3://wfclimres/era/windpower_onshore/taiesm1/ssp370/day/gen/d03/
