TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,IS_NULLABLE
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_EXT_TAX,27,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_EXT_TAX,27,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_COUPON_AMT,28,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_COUPON_AMT,28,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_EXT_SHIP_COST,29,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_EXT_SHIP_COST,29,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_NET_PAID,30,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_NET_PAID,30,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_NET_PAID_INC_TAX,31,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_NET_PAID_INC_TAX,31,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_NET_PAID_INC_SHIP,32,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_NET_PAID_INC_SHIP,32,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_NET_PAID_INC_SHIP_TAX,33,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_NET_PAID_INC_SHIP_TAX,33,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_NET_PROFIT,34,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_NET_PROFIT,34,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASSES,NAME,1,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASSES,SCHEMA_NAME,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASSES,DATABASE_NAME,3,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASSES,VERSION,4,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASSES,OWNER,5,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASSES,OWNER_ROLE_TYPE,6,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASSES,IS_SERVICE_CLASS,7,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASSES,CREATED,8,TIMESTAMP_LTZ,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASSES,COMMENT,9,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCES,NAME,1,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCES,SCHEMA_NAME,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCES,DATABASE_NAME,3,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCES,CLASS_NAME,4,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCES,CLASS_SCHEMA_NAME,5,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCES,CLASS_DATABASE_NAME,6,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCES,VERSION,7,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCES,OWNER,8,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCES,OWNER_ROLE_TYPE,9,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCES,CREATED,10,TIMESTAMP_LTZ,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCES,COMMENT,11,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,FUNCTION_NAME,1,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,FUNCTION_INSTANCE_NAME,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,FUNCTION_INSTANCE_SCHEMA,3,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,FUNCTION_INSTANCE_DATABASE,4,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,FUNCTION_OWNER,5,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,ARGUMENT_SIGNATURE,6,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,DATA_TYPE,7,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,CHARACTER_MAXIMUM_LENGTH,8,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,CHARACTER_OCTET_LENGTH,9,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,NUMERIC_PRECISION,10,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,NUMERIC_PRECISION_RADIX,11,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,NUMERIC_SCALE,12,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,FUNCTION_LANGUAGE,13,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,FUNCTION_DEFINITION,14,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,VOLATILITY,15,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,IS_NULL_CALL,16,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,IS_SECURE,17,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,CREATED,18,TIMESTAMP_LTZ,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,LAST_ALTERED,19,TIMESTAMP_LTZ,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,COMMENT,20,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,IS_EXTERNAL,21,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,API_INTEGRATION,22,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,CONTEXT_HEADERS,23,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,MAX_BATCH_ROWS,24,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,COMPRESSION,25,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,PACKAGES,26,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,RUNTIME_VERSION,27,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,INSTALLED_PACKAGES,28,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_FUNCTIONS,IS_MEMOIZABLE,29,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,PROCEDURE_NAME,1,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,PROCEDURE_INSTANCE_NAME,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,PROCEDURE_INSTANCE_SCHEMA,3,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,PROCEDURE_INSTANCE_DATABASE,4,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,PROCEDURE_OWNER,5,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,ARGUMENT_SIGNATURE,6,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,DATA_TYPE,7,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,CHARACTER_MAXIMUM_LENGTH,8,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,CHARACTER_OCTET_LENGTH,9,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,NUMERIC_PRECISION,10,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,NUMERIC_PRECISION_RADIX,11,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,NUMERIC_SCALE,12,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,PROCEDURE_LANGUAGE,13,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,PROCEDURE_DEFINITION,14,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,CREATED,15,TIMESTAMP_LTZ,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,LAST_ALTERED,16,TIMESTAMP_LTZ,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CLASS_INSTANCE_PROCEDURES,COMMENT,17,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,TABLE_CATALOG,1,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,TABLE_SCHEMA,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,TABLE_NAME,3,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,COLUMN_NAME,4,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,ORDINAL_POSITION,5,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,COLUMN_DEFAULT,6,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,IS_NULLABLE,7,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,DATA_TYPE,8,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,CHARACTER_MAXIMUM_LENGTH,9,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,CHARACTER_OCTET_LENGTH,10,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,NUMERIC_PRECISION,11,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,NUMERIC_PRECISION_RADIX,12,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,NUMERIC_SCALE,13,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,DATETIME_PRECISION,14,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,INTERVAL_TYPE,15,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,INTERVAL_PRECISION,16,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,CHARACTER_SET_CATALOG,17,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,CHARACTER_SET_SCHEMA,18,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,CHARACTER_SET_NAME,19,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,COLLATION_CATALOG,20,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,COLLATION_SCHEMA,21,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,COLLATION_NAME,22,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,DOMAIN_CATALOG,23,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,DOMAIN_SCHEMA,24,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,DOMAIN_NAME,25,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,UDT_CATALOG,26,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,UDT_SCHEMA,27,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,UDT_NAME,28,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,SCOPE_CATALOG,29,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,SCOPE_SCHEMA,30,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,SCOPE_NAME,31,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,MAXIMUM_CARDINALITY,32,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,DTD_IDENTIFIER,33,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,IS_SELF_REFERENCING,34,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,IS_IDENTITY,35,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,IDENTITY_GENERATION,36,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,IDENTITY_START,37,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,IDENTITY_INCREMENT,38,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,IDENTITY_MAXIMUM,39,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,IDENTITY_MINIMUM,40,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,IDENTITY_CYCLE,41,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,IDENTITY_ORDERED,42,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,SCHEMA_EVOLUTION_RECORD,43,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,COLUMNS,COMMENT,44,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,SERVICE_CATALOG,1,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,SERVICE_SCHEMA,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,SERVICE_NAME,3,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,CREATED,4,TIMESTAMP_LTZ,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,DEFINITION,5,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,SEARCH_COLUMN,6,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,ATTRIBUTE_COLUMNS,7,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,COLUMNS,8,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,TARGET_LAG,9,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,WAREHOUSE,10,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,COMMENT,11,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,SERVICE_QUERY_URL,12,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,OWNER,13,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,OWNER_ROLE_TYPE,14,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,DATA_TIMESTAMP,15,TIMESTAMP_LTZ,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,SOURCE_DATA_BYTES,16,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,SOURCE_DATA_NUM_ROWS,17,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,INDEXING_STATE,18,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,INDEXING_ERROR,19,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,SERVING_STATE,20,TIMESTAMP_LTZ,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,SERVING_DATA_BYTES,21,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,EMBEDDING_MODEL,22,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,PRIMARY_KEY_COLUMNS,23,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,SCORING_PROFILE_COUNT,24,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICES,AUTO_SUSPEND,25,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICE_SCORING_PROFILES,SERVICE_CATALOG,1,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICE_SCORING_PROFILES,SERVICE_SCHEMA,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICE_SCORING_PROFILES,SERVICE_NAME,3,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICE_SCORING_PROFILES,SCORING_PROFILE_NAME,4,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CORTEX_SEARCH_SERVICE_SCORING_PROFILES,SCORING_PROFILE,5,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CURRENT_PACKAGES_POLICY,NAME,1,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CURRENT_PACKAGES_POLICY,LANGUAGE,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CURRENT_PACKAGES_POLICY,ALLOWLIST,3,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CURRENT_PACKAGES_POLICY,BLOCKLIST,4,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CURRENT_PACKAGES_POLICY,ADDITIONAL_CREATION_BLOCKLIST,5,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,INFORMATION_SCHEMA,CURRENT_PACKAGES_POLICY,COMMENT,6,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCH_SF10,CUSTOMER,C_CUSTKEY,1,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF100,CUSTOMER,C_CUSTKEY,1,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF1,CUSTOMER,C_CUSTKEY,1,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CUSTOMER,C_CUSTOMER_SK,1,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CUSTOMER,C_CUSTOMER_SK,1,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF1000,CUSTOMER,C_CUSTKEY,1,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CUSTOMER,C_CUSTOMER_ID,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF10,CUSTOMER,C_NAME,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF1000,CUSTOMER,C_NAME,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF100,CUSTOMER,C_NAME,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CUSTOMER,C_CUSTOMER_ID,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF1,CUSTOMER,C_NAME,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF1,CUSTOMER,C_ADDRESS,3,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF1000,CUSTOMER,C_ADDRESS,3,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF100,CUSTOMER,C_ADDRESS,3,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CUSTOMER,C_CURRENT_CDEMO_SK,3,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCH_SF10,CUSTOMER,C_ADDRESS,3,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CUSTOMER,C_CURRENT_CDEMO_SK,3,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CUSTOMER,C_CURRENT_HDEMO_SK,4,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCH_SF1000,CUSTOMER,C_NATIONKEY,4,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF1,CUSTOMER,C_NATIONKEY,4,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF10,CUSTOMER,C_NATIONKEY,4,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CUSTOMER,C_CURRENT_HDEMO_SK,4,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCH_SF100,CUSTOMER,C_NATIONKEY,4,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CUSTOMER,C_CURRENT_ADDR_SK,5,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCH_SF1,CUSTOMER,C_PHONE,5,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF100,CUSTOMER,C_PHONE,5,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CUSTOMER,C_CURRENT_ADDR_SK,5,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCH_SF1000,CUSTOMER,C_PHONE,5,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF10,CUSTOMER,C_PHONE,5,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CUSTOMER,C_FIRST_SHIPTO_DATE_SK,6,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCH_SF1000,CUSTOMER,C_ACCTBAL,6,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF1,CUSTOMER,C_ACCTBAL,6,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CUSTOMER,C_FIRST_SHIPTO_DATE_SK,6,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCH_SF10,CUSTOMER,C_ACCTBAL,6,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCH_SF100,CUSTOMER,C_ACCTBAL,6,NUMBER,NO
