PAYOFFUID,PAYOFFLOANID,SUBJECT,BODY,CREATED
98dbe64d-c713-426a-b60c-6eea2555c866,HM6EEA2555C866,Inbound, Confirmed with the member the last 2 payments got returned due to insufficient funds  Confirmed with the member the last payment is being processed and might take 3 to 5 business days to get it posted  ,2025-06-25 16:07:12.000000000
98dbe64d-c713-426a-b60c-6eea2555c866,HM6EEA2555C866,One Time Payment Scheduled via MP, * Amount: $580.0 * Scheduled Payment Date (Apply Date): 06/25/2025 * Process Date and Timestamp: 06/24/2025 02:00 PM ,2025-06-25 15:53:31.000000000
98dbe64d-c713-426a-b60c-6eea2555c866,HM6EEA2555C866,One Time Payment Scheduled via MP, * Amount: $580.0 * Scheduled Payment Date (Apply Date): 06/21/2025 * Process Date and Timestamp: 06/20/2025 02:00 PM ,2025-06-21 20:49:00.000000000
98dbe64d-c713-426a-b60c-6eea2555c866,HM6EEA2555C866,Smart Panel - 06/18/2025,Collections - NSF Outreach attempts - 06/18/2025 Email sullivanstephan@gmail.com Pending Mbr response -,2025-06-18 20:57:43.000000000
98dbe64d-c713-426a-b60c-6eea2555c866,HM6EEA2555C866,One Time Payment Scheduled via MP, * Amount: $540.0 * Scheduled Payment Date (Apply Date): 06/14/2025 * Process Date and Timestamp: 06/13/2025 02:00 PM ,2025-06-14 19:06:48.000000000
98dbe64d-c713-426a-b60c-6eea2555c866,HM6EEA2555C866,One Time Payment Scheduled via MP, * Amount: $350.0 * Scheduled Payment Date (Apply Date): 06/05/2025 * Process Date and Timestamp: 06/04/2025 02:00 PM ,2025-06-05 18:17:14.000000000
98dbe64d-c713-426a-b60c-6eea2555c866,HM6EEA2555C866,CRB Sale,"[ { ""Loan_investorStartDate"": ""05/14/2025"", ""Loan_investorEndDate"": ""2025-05-20"", ""Loan_remainingPrincipal"": ""24000.0"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-05-21"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""24000.0"", ""Loan_purchasePrice"": ""96.830"", ""Loan_purchaseAmount"": ""23239.20"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-05-21 09:03:19.000000000
9d8ad23d-f0db-4057-ace0-5d2a1caf1ef2,HM5D2A1CAF1EF2,One Time Payment Scheduled via HMMA, * Amount: $363.96 * Scheduled Payment Date (Apply Date): 07/06/2025 * Process Date and Timestamp: 07/05/2025 02:00 PM ,2025-07-06 16:24:06.000000000
9d8ad23d-f0db-4057-ace0-5d2a1caf1ef2,HM5D2A1CAF1EF2,One Time Payment Scheduled via HMMA, * Amount: $363.96 * Scheduled Payment Date (Apply Date): 06/12/2025 * Process Date and Timestamp: 06/11/2025 02:00 PM ,2025-06-12 18:13:44.000000000
9d8ad23d-f0db-4057-ace0-5d2a1caf1ef2,HM5D2A1CAF1EF2,CRB Sale,"[ { ""Loan_investorStartDate"": ""05/14/2025"", ""Loan_investorEndDate"": ""2025-05-20"", ""Loan_remainingPrincipal"": ""10000.0"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-05-21"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""10000.0"", ""Loan_purchasePrice"": ""96.835"", ""Loan_purchaseAmount"": ""9683.50"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-05-21 09:03:28.000000000
ac915131-20fc-4484-8c8d-68a034e3af31,HM68A034E3AF31,Collections - PTP PIF - 09/19 Email," member stated will PIF in October  informed 63 days past due for a total of $2,654.70, offered OTP iao $884.90 to reduce delinquency or OTP payoff in October advised manual pay parameters https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/cbc95744-2528-4a84-a669-140d49bfe1dd ",2025-09-19 18:08:59.000000000
ac915131-20fc-4484-8c8d-68a034e3af31,HM68A034E3AF31,MXIB: SAP Request - Not Eligible - Transfer to Collections, -member is 29 past due and is wanting to SAP but not eligible to SAP since they are past due and wanted to see available options for hardship assistance and transferred to Collections to assist them. ,2025-08-11 15:19:39.000000000
ac915131-20fc-4484-8c8d-68a034e3af31,HM68A034E3AF31,CRB Sale,"[ { ""Loan_investorStartDate"": ""06/13/2025"", ""Loan_investorEndDate"": ""2025-07-01"", ""Loan_remainingPrincipal"": ""24000.0"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-07-02"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""24000.0"", ""Loan_purchasePrice"": ""97.458"", ""Loan_purchaseAmount"": ""23389.92"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-07-02 09:24:47.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 10/08/2025,OBC 9512891053 CLLR HU LINE DID NOT RING ,2025-10-08 16:11:17.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 10/07/2025,Lvm 9512891053 ,2025-10-07 20:24:42.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 10/06/2025,OBC 1053 LV,2025-10-06 21:04:47.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 10/06/2025,Lvm 9512891053,2025-10-06 15:26:27.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 10/01/2025,Dialed # -1053; lvm,2025-10-01 23:33:48.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 09/29/2025,Dialed # -1053; lvm,2025-09-29 17:58:52.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 09/25/2025,lvm 9512891053,2025-09-25 18:28:47.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 09/23/2025,OBC 1053 HU,2025-09-23 17:56:32.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 09/16/2025,OBC 1053 LV,2025-09-16 20:38:46.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 09/05/2025,Dialed # -1053; Immediate D/C,2025-09-05 15:18:32.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 09/03/2025,Dialed # -1053; Immediate D/C,2025-09-03 15:39:36.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 08/28/2025,9512891053 CLLR HU IMMEDIATE D/C ,2025-08-28 18:08:38.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 08/27/2025,Party hung up 9512891053,2025-08-27 17:31:12.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 08/22/2025,No answer 9512891053,2025-08-22 15:41:45.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 08/22/2025,No answer 9512891053,2025-08-22 15:41:45.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 08/21/2025,No answer 9512891053,2025-08-21 15:18:54.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 08/18/2025,No answer 9512891053,2025-08-18 15:37:47.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 08/13/2025,Lvm 9512891053,2025-08-13 18:39:47.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 08/07/2025,Dialed # -1053; Immediate D/C. ,2025-08-07 18:58:16.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 08/06/2025,Dialed # -1053; Immediate D/C.,2025-08-06 17:02:46.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 08/04/2025,"Dialed skipped # -2824; MRD, 3P adv wrong #, said does not know pri",2025-08-04 21:27:51.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 07/30/2025,-Member mentioned that she lost her job and she did not know what to do -Transferred to GR https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/633b6f16-e7af-46e4-8364-71a482bc38aa,2025-07-30 18:26:43.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 07/28/2025, Dialed # -1053; Immediate D/C. 3P h/u at skipped # -2824 ,2025-07-28 18:39:46.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 07/24/2025,Skip trace 7029362824 no vm ,2025-07-24 20:30:13.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 07/22/2025,Skip trace 7029362824 no vm left ,2025-07-22 20:39:11.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 07/14/2025,No machine msg left at skipped # -2824,2025-07-14 23:45:12.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 07/11/2025,7029362824 SKIP-MRD GREETING-3P NO RESPONSE,2025-07-11 17:11:42.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 07/03/2025,Dialed # -1053; lvm,2025-07-03 22:19:33.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 06/26/2025,OBC 1053 LV,2025-06-26 17:36:12.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 06/20/2025,Lvm 9512891053,2025-06-20 19:38:42.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 06/13/2025,Dialed # -1053; lvm,2025-06-13 21:38:43.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 06/09/2025,Lvm 9512891053,2025-06-09 16:19:00.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 06/03/2025,Lvm 9512891053,2025-06-03 21:05:27.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 05/29/2025,Dialed # -1053; lvm,2025-05-29 15:44:12.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 05/28/2025,LVM 9512891053,2025-05-28 20:41:55.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 05/22/2025,Dialed # -1053; No machine msg left,2025-05-22 18:46:40.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,Smart Panel - 05/15/2025,"Mm Mrd obc 1053 spoke with member about past due loan. Rfd forgot verified last 4 ssn, telephone, email, and home address . Member is going to make a payment of 748.58 online on 5.15.25. informed credit reporting.",2025-05-15 16:39:54.000000000
b83177c8-327b-4d03-9fb8-8cf472431307,HM8CF472431307,CRB Sale,"[ { ""Loan_investorStartDate"": ""04/10/2025"", ""Loan_investorEndDate"": ""2025-04-22"", ""Loan_remainingPrincipal"": ""Array"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-04-23"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""Array"", ""Loan_purchasePrice"": ""97.195"", ""Loan_purchaseAmount"": ""19439.00"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-04-23 08:58:59.000000000
c258175c-c2a0-4fb5-a2f2-65197bb16acb,HM65197BB16ACB,One Time Payment Scheduled via MP, * Amount: $200.0 * Scheduled Payment Date (Apply Date): 09/26/2025 * Process Date and Timestamp: 09/25/2025 02:00 PM ,2025-09-27 05:44:31.000000000
c258175c-c2a0-4fb5-a2f2-65197bb16acb,HM65197BB16ACB,Smart Panel - 09/17/2025,"OB Email - NSF outreach, offered payment plan or to reschedule payment https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/f166cd66-1bca-46f7-b87c-d7ec07a969b5",2025-09-17 19:57:55.000000000
c258175c-c2a0-4fb5-a2f2-65197bb16acb,HM65197BB16ACB,Smart Panel - 09/15/2025,"Dialed # -0245; Immediate D/C. Dialed skipped # -9613; MRD, 3P adv wrong #, said does not know pri",2025-09-15 16:27:38.000000000
c258175c-c2a0-4fb5-a2f2-65197bb16acb,HM65197BB16ACB,Smart Panel - 08/25/2025,OBC 0245 HU,2025-08-25 17:14:29.000000000
c258175c-c2a0-4fb5-a2f2-65197bb16acb,HM65197BB16ACB,Smart Panel - 08/21/2025,No machine msg left at skipped # -9613,2025-08-21 21:42:05.000000000
c258175c-c2a0-4fb5-a2f2-65197bb16acb,HM65197BB16ACB,Smart Panel - 08/20/2025,Collections - NSF Outreach attempts - 08/20/25 Email gr8fern@gmail.com - Provided OTP NACHA Pending Mbr response - https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/70d9716f-064b-4c5e-94ca-c1cea9a5c1a9,2025-08-20 15:10:53.000000000
c258175c-c2a0-4fb5-a2f2-65197bb16acb,HM65197BB16ACB,Smart Panel - 08/06/2025,LVM 9179070245 ,2025-08-06 19:59:08.000000000
c258175c-c2a0-4fb5-a2f2-65197bb16acb,HM65197BB16ACB,Smart Panel - 08/05/2025,LVM 9179070245,2025-08-05 17:34:56.000000000
c258175c-c2a0-4fb5-a2f2-65197bb16acb,HM65197BB16ACB,Smart Panel - 07/21/2025,No answer 9179070245,2025-07-21 17:14:17.000000000
c258175c-c2a0-4fb5-a2f2-65197bb16acb,HM65197BB16ACB,Collections - NSF Outreach-7/17-OB Email, Email sent InteractionID: https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/1ba13884-5e46-4832-9529-45eec41cca75 ,2025-07-17 19:37:07.000000000
c258175c-c2a0-4fb5-a2f2-65197bb16acb,HM65197BB16ACB,CRB Sale,"[ { ""Loan_investorStartDate"": ""04/15/2025"", ""Loan_investorEndDate"": ""2025-04-22"", ""Loan_remainingPrincipal"": ""Array"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-04-23"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""Array"", ""Loan_purchasePrice"": ""96.903"", ""Loan_purchaseAmount"": ""10174.82"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-04-23 08:56:50.000000000
da27a4b9-ab84-4826-bf68-7dcb74c375ad,HM7DCB74C375AD,Smart Panel - 10/13/2025,"IBC 7989 MRD MM RFD temporarily out of work, went over account info, customer said they can make payment on the 24th, advised credit rams/collection activity, customer said they will try to make a payment before the 30 day mark to avoid negative reporting, customer not eligible for skip/LM since they aren't at 6 payments yet, verified address/email/phone",2025-10-13 21:47:55.000000000
da27a4b9-ab84-4826-bf68-7dcb74c375ad,HM7DCB74C375AD,Smart Panel - 09/29/2025,Vm full 4062917989,2025-09-29 17:12:19.000000000
da27a4b9-ab84-4826-bf68-7dcb74c375ad,HM7DCB74C375AD,One Time Payment Scheduled via HMMA, * Amount: $643.38 * Scheduled Payment Date (Apply Date): 10/10/2025 * Process Date and Timestamp: 10/09/2025 02:00 PM ,2025-09-28 01:14:32.000000000
da27a4b9-ab84-4826-bf68-7dcb74c375ad,HM7DCB74C375AD,Smart Panel - 09/26/2025,Dialed # -7989; Mailbox full,2025-09-26 15:48:30.000000000
da27a4b9-ab84-4826-bf68-7dcb74c375ad,HM7DCB74C375AD,Collections - NSF Outreach; OTP Offered 09/23- Email, https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/9573f209-7be8-4429-abcb-51ab11f4ec91 ,2025-09-23 20:39:32.000000000
da27a4b9-ab84-4826-bf68-7dcb74c375ad,HM7DCB74C375AD,Smart Panel - 09/08/2025,OBC 7989 HU,2025-09-08 22:51:59.000000000
da27a4b9-ab84-4826-bf68-7dcb74c375ad,HM7DCB74C375AD,Smart Panel - 08/29/2025,4062915775 SKIP VM NO MSG LEFT ,2025-08-29 17:16:39.000000000
da27a4b9-ab84-4826-bf68-7dcb74c375ad,HM7DCB74C375AD,Smart Panel - 08/27/2025, VM FULL 4062917989 ,2025-08-27 15:00:22.000000000
da27a4b9-ab84-4826-bf68-7dcb74c375ad,HM7DCB74C375AD,Collections - NSF Outreach-8/22-OB Email, Email sent InteractionID:https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/9174100e-9cce-4f92-bf68-40cc7bd06d40 ,2025-08-22 20:56:51.000000000
da27a4b9-ab84-4826-bf68-7dcb74c375ad,HM7DCB74C375AD,One Time Payment Scheduled via MP, * Amount: $643.38 * Scheduled Payment Date (Apply Date): 07/31/2025 * Process Date and Timestamp: 07/30/2025 02:00 PM ,2025-07-25 19:28:55.000000000
da27a4b9-ab84-4826-bf68-7dcb74c375ad,HM7DCB74C375AD,"Collections, NSF NACHA, 07/22, OB Email"," This is to confirm that today,  07/22/2025, you, Tyler Ehlenfeldt, authorize Happy Money Inc. to electronically debit your Wells Fargo  ending in 9977 the amount of  $643.38 on 07/25/2025. This debit is a one-time payment for your outstanding loan with the account number ending in  75ad https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/3752b544-1027-4708-b419-6447945e0101   ",2025-07-22 19:37:21.000000000
da27a4b9-ab84-4826-bf68-7dcb74c375ad,HM7DCB74C375AD,Change payment date was requested,Member requested a CPD to change the payment date from 07/13/2025 to 07/21/2025 ,2025-07-10 20:36:59.000000000
da27a4b9-ab84-4826-bf68-7dcb74c375ad,HM7DCB74C375AD,CRB Sale,"[ { ""Loan_investorStartDate"": ""06/13/2025"", ""Loan_investorEndDate"": ""2025-07-01"", ""Loan_remainingPrincipal"": ""21000.0"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-07-02"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""21000.0"", ""Loan_purchasePrice"": ""97.508"", ""Loan_purchaseAmount"": ""20476.68"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-07-02 09:24:56.000000000
e07f0fb3-f207-464b-acbb-f7387f367cf5,HMF7387F367CF5,One Time Payment Scheduled via HMMA, * Amount: $411.19 * Scheduled Payment Date (Apply Date): 06/19/2025 * Process Date and Timestamp: 06/18/2025 02:00 PM ,2025-06-19 09:29:46.000000000
e07f0fb3-f207-464b-acbb-f7387f367cf5,HMF7387F367CF5,One Time Payment Scheduled via HMMA, * Amount: $411.19 * Scheduled Payment Date (Apply Date): 05/27/2025 * Process Date and Timestamp: 05/26/2025 02:00 PM ,2025-05-27 18:15:29.000000000
e07f0fb3-f207-464b-acbb-f7387f367cf5,HMF7387F367CF5,CRB Sale,"[ { ""Loan_investorStartDate"": ""04/21/2025"", ""Loan_investorEndDate"": ""2025-05-06"", ""Loan_remainingPrincipal"": ""8000.0"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-05-07"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""8000.0"", ""Loan_purchasePrice"": ""97.377"", ""Loan_purchaseAmount"": ""7790.16"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-05-07 08:59:11.000000000
e07f0fb3-f207-464b-acbb-f7387f367cf5,HMF7387F367CF5,MX Email- pmt questions, - Confirmed they can pay more than the minimum due.  - Provided TIL doc so they can see how much they will pay back on the loan.  https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/05c054dc-9eae-4e95-a789-48395c709cfc ,2025-04-28 15:47:37.000000000
